UniqueID;Title;Primary hostaddress;Host in cluster;Running on host / cluster;CMDB status;Operating system
RZV-ADMOOD-01.bev.int_10.2.3.151_rz2-esx-34.bev.int;RZV-ADMOOD-01.bev.int;10.2.3.151;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-ADR-01;RZV-ADR-01;;;;in operation;CentOS Linux 7.9.2009
RZV-ADR-02;RZV-ADR-02;;;;in operation;CentOS Linux 7.9.2009
RZV-ADR-03_10.1.32.73;RZV-ADR-03;10.1.32.73;;;in operation;CentOS Linux 7.9.2009
RZV-ADS-01.bev.int_10.2.10.6;RZV-ADS-01.bev.int;10.2.10.6;;;in operation;Windows Server 2019 Datacenter
RZV-ADS-03.bev.int_10.2.10.5;RZV-ADS-03.bev.int;10.2.10.5;;;in operation;Windows Server 2019 Datacenter
RZV-AED-01_10.1.5.11;RZV-AED-01;10.1.5.11;;;in operation;Windows Server 2019
RZV-AED-02_10.1.5.12;RZV-AED-02;10.1.5.12;;;in operation;Windows Server 2019
RZV-AMT-01.bev.int_10.2.8.7_rz2-esx-34.bev.int;RZV-AMT-01.bev.int;10.2.8.7;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-APOSQL-02.bev.int_10.1.4.65_rz1-esx-22.bev.int;RZV-APOSQL-02.bev.int;10.1.4.65;rz1-esx-22.bev.int;CL_APOS;in operation;Windows Server 2008 R2
RZV-APPL-01.bev.int_10.2.8.30_RZ2-ESX-31;RZV-APPL-01.bev.int;10.2.8.30;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-APS-01_RZ1-ESX-31;RZV-APS-01;;RZ1-ESX-31;CL_PU;in operation;Windows Server 2003 Standard
RZV-APT-01.bev.int_10.2.3.50_RZ1-ESX-34;RZV-APT-01.bev.int;10.2.3.50;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-apt-02.bev.int_10.2.3.150_RZ1-ESX-33;rzv-apt-02.bev.int;10.2.3.150;RZ1-ESX-33;CL_PU;in operation;CentOS Linux release 7.9.2009
rzv-arc-01.bev.int_10.1.64.142_RZ1-ESX-36;rzv-arc-01.bev.int;10.1.64.142;RZ1-ESX-36;CL_DMZ;in operation;Red Hat Enterprise Linux 8.10
rzv-arc-01.bev.int_RZ1-ESX-36;rzv-arc-01.bev.int;;RZ1-ESX-36;CL_DMZ;in operation;Red Hat Enterprise Server 6.10
RZV-ASS-11.bev.int_10.2.7.121;RZV-ASS-11.bev.int;10.2.7.121;;;in operation;Windows Server 2019 Datacenter
rzv-bal-01.bev.int_RZ1-ESX-46;rzv-bal-01.bev.int;;RZ1-ESX-46;CL_DB;in operation;Oracle Linux Server 8.6
RZV-BCPU-01_10.122.73.111_RZ1-ESX-36;RZV-BCPU-01;10.122.73.111;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BCPU-01_10.122.73.111_RZ1-ESX-36;RZV-BCPU-01;10.122.73.111;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BCTU-01_10.122.73.101_RZ1-ESX-36;RZV-BCTU-01;10.122.73.101;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BCTU-01_10.122.73.101_RZ1-ESX-36;RZV-BCTU-01;10.122.73.101;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BEA-01.bev.int_10.2.2.181_RZ1-ESX-33;RZV-BEA-01.bev.int;10.2.2.181;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019
RZV-BEA-02.bev.int_10.2.2.182_RZ1-ESX-33;RZV-BEA-02.bev.int;10.2.2.182;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019
RZV-BEA-03.bev.int_10.2.2.183_RZ1-ESX-34;RZV-BEA-03.bev.int;10.2.2.183;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
RZV-BEA-04.bev.int_10.2.2.184;RZV-BEA-04.bev.int;10.2.2.184;;;in operation;Windows Server 2019 Datacenter
RZV-BEA-05.bev.int_10.2.2.185_RZ1-ESX-34;RZV-BEA-05.bev.int;10.2.2.185;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-BEA-06.bev.int_10.2.2.186_RZ1-ESX-50;RZV-BEA-06.bev.int;10.2.2.186;RZ1-ESX-50;CL_PU;in operation;Windows Server 2019
RZV-BEA-07.bev.int_10.2.2.187_RZ1-ESX-34;RZV-BEA-07.bev.int;10.2.2.187;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
RZV-BEA-08.bev.int_10.2.2.188_RZ1-ESX-32;RZV-BEA-08.bev.int;10.2.2.188;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019
RZV-BEA-09.bev.int;RZV-BEA-09.bev.int;;;;in operation;Windows Server 2019 Datacenter
RZV-BEUAOT-01_10.70.2.137_RZ1-ESX-41;RZV-BEUAOT-01;10.70.2.137;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
RZV-BEUAPT-01.beu.local_10.70.10.1_RZ1-ESX-41;RZV-BEUAPT-01.beu.local;10.70.10.1;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008 R2
RZV-BEUARC-01.beu.local_10.70.2.135_RZ1-ESX-41;RZV-BEUARC-01.beu.local;10.70.2.135;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
rzv-beubal-01.beu.local_RZ2-ESX-47;rzv-beubal-01.beu.local;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
RZV-BEUCON-01.beu.local_10.70.2.134_RZ1-ESX-41;RZV-BEUCON-01.beu.local;10.70.2.134;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
RZV-BEUEGN-01_RZ1-ESX-41;RZV-BEUEGN-01;;RZ1-ESX-41;CL_BEU;in operation;Red Hat Enterprise Linux 5
RZV-BEUESP-01.beu.local_10.70.2.122_RZ1-ESX-41;RZV-BEUESP-01.beu.local;10.70.2.122;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2019
RZV-BEUFIL-01.beu.local_10.70.2.1_rz2-esx-51.bev.int;RZV-BEUFIL-01.beu.local;10.70.2.1;rz2-esx-51.bev.int;CL_BEU;in operation;Windows Server 2003 Standard
rzv-beugms-01_10.70.2.36_rz2-esx-51.bev.int;rzv-beugms-01;10.70.2.36;rz2-esx-51.bev.int;CL_BEU;in operation;CentOS 5.5
RZV-BEULTS-01.beu.local_10.70.10.23_RZ1-ESX-41;RZV-BEULTS-01.beu.local;10.70.10.23;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2016
rzv-beuorc-01.beu.local_RZ1-ESX-46;rzv-beuorc-01.beu.local;;RZ1-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-BEUPVS-01_rz2-esx-51.bev.int;RZV-BEUPVS-01;;rz2-esx-51.bev.int;CL_BEU;in operation;Red Hat Enterprise Server 5.3
RZV-BEUTCP-01_10.70.2.130_RZ1-ESX-41;RZV-BEUTCP-01;10.70.2.130;RZ1-ESX-41;CL_BEU;in operation;Windows
RZV-BEUTES-01_10.70.155.51_RZ1-ESX-41;RZV-BEUTES-01;10.70.155.51;RZ1-ESX-41;CL_BEU;in operation;CentOS
RZV-BEUTES-02_10.70.155.52_RZ1-ESX-51.bev.int;RZV-BEUTES-02;10.70.155.52;RZ1-ESX-51.bev.int;CL_BEU;in operation;CentOS Linux 7.6.1810
RZV-BEUTEST-01_10.70.2.101;RZV-BEUTEST-01;10.70.2.101;;;in operation;Windows Server 2019
RZV-BEUTEST-01_10.70.2.101_rz2-esx-51.bev.int;RZV-BEUTEST-01;10.70.2.101;rz2-esx-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUTRD-01_10.70.2.39_RZ1-ESX-41;RZV-BEUTRD-01;10.70.2.39;RZ1-ESX-41;CL_BEU;in operation;CentOS Linux release 7.4.1708
RZV-BEUVCB-01.bev.int_10.2.8.151_RZ1-ESX-33;RZV-BEUVCB-01.bev.int;10.2.8.151;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-BEUVVC-01.bev.int_10.2.9.102_RZ1-ESX-50;RZV-BEUVVC-01.bev.int;10.2.9.102;RZ1-ESX-50;CL_PU;in operation;VMware Photon OS
RZV-BEUVXP-01.beu.local;RZV-BEUVXP-01.beu.local;;;;in operation;Windows XP
rzv-beuvxp-21.user.bev.int_RZ1-ESX-41;rzv-beuvxp-21.user.bev.int;;RZ1-ESX-41;CL_BEU;in operation;Windows XP
RZV-BEUVXP-XX_RZ1-ESX-33;RZV-BEUVXP-XX;;RZ1-ESX-33;CL_PU;in operation;Windows XP
RZV-BEUWIN-01.beu.local_10.70.10.2_RZ1-ESX-51.bev.int;RZV-BEUWIN-01.beu.local;10.70.10.2;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUWIN-02.beu.local_10.70.10.102_RZ1-ESX-51.bev.int;RZV-BEUWIN-02.beu.local;10.70.10.102;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows Server 2019
RZV-BEUZWR-01_10.70.2.42_RZ1-ESX-41;RZV-BEUZWR-01;10.70.2.42;RZ1-ESX-41;CL_BEU;in operation;CentOS Linux 7.9.2009
RZV-BHV-01_10.1.34.40_RZ2-ESX-36;RZV-BHV-01;10.1.34.40;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BHV-02_10.1.34.140_RZ1-ESX-36;RZV-BHV-02;10.1.34.140;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
rzv-bpm-03.bev.int_10.1.51.31_RZ2-ESX-37;rzv-bpm-03.bev.int;10.1.51.31;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.3
rzv-bsqlpu-01.bev.int_10.1.64.66_RZ2-ESX-36;rzv-bsqlpu-01.bev.int;10.1.64.66;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019 Datacenter
rzv-bsqltu-01.btu.local_10.75.2.95_RZ2-ESX-37;rzv-bsqltu-01.btu.local;10.75.2.95;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUAPT-01.btu.local_10.75.10.1_RZ2-ESX-37;RZV-BTUAPT-01.btu.local;10.75.10.1;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUAPT-02_10.75.10.101_RZ2-ESX-37;RZV-BTUAPT-02;10.75.10.101;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux release 7.9.2009
RZV-BTUAPT-03.btu.local_10.75.10.3_RZ1-ESX-37;RZV-BTUAPT-03.btu.local;10.75.10.3;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
rzv-btubal-01.btu.local_10.75.1.51_RZ1-ESX-46;rzv-btubal-01.btu.local;10.75.1.51;RZ1-ESX-46;CL_DB;in operation;Oracle Linux Server 8.4
RZV-BTUEKP-01_10.75.2.48_RZ1-ESX-36;RZV-BTUEKP-01;10.75.2.48;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUEKP-02_RZ2-ESX-37;RZV-BTUEKP-02;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUEKS-01_RZ1-ESX-36;RZV-BTUEKS-01;;RZ1-ESX-36;CL_DMZ;in operation;CentOS 6.10
RZV-BTUELA-01_10.75.1.42_RZ2-ESX-36;RZV-BTUELA-01;10.75.1.42;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-BTUELA-01_10.75.1.42_RZ2-ESX-37;RZV-BTUELA-01;10.75.1.42;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.5
RZV-BTUESD-01_10.75.2.47_RZ1-ESX-37;RZV-BTUESD-01;10.75.2.47;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.4.1708
RZV-BTUFIL-01.btu.local_10.75.2.10_RZ1-ESX-36;RZV-BTUFIL-01.btu.local;10.75.2.10;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
rzv-btugms-01_10.75.2.36_RZ2-ESX-37;rzv-btugms-01;10.75.2.36;RZ2-ESX-37;CL_DMZ;in operation;CentOS 5.5
RZV-BTUGWS-01_10.6.6.11_RZ1-ESX-36;RZV-BTUGWS-01;10.6.6.11;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUJIR-01_10.75.2.112_RZ2-ESX-37;RZV-BTUJIR-01;10.75.2.112;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTULDP-01_10.75.1.31_RZ2-ESX-37;RZV-BTULDP-01;10.75.1.31;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTULDP-02_10.75.1.32_RZ2-ESX-37;RZV-BTULDP-02;10.75.1.32;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTULFR-01_10.75.2.35_RZ1-ESX-36;RZV-BTULFR-01;10.75.2.35;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTULTS-01.btu.local_10.75.10.23_RZ1-ESX-36;RZV-BTULTS-01.btu.local;10.75.10.23;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUMPR-01_10.75.2.49_RZ1-ESX-36;RZV-BTUMPR-01;10.75.2.49;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-02_10.75.2.50_RZ1-ESX-36;RZV-BTUMPR-02;10.75.2.50;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-03_10.75.2.52_RZ2-ESX-37;RZV-BTUMPR-03;10.75.2.52;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUMPR-04_10.75.2.53_RZ1-ESX-36;RZV-BTUMPR-04;10.75.2.53;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUNAV-01.bev.int_10.122.73.40_RZ2-ESX-37;RZV-BTUNAV-01.bev.int;10.122.73.40;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUNCLOUD-01_10.75.2.51_RZ1-ESX-36;RZV-BTUNCLOUD-01;10.75.2.51;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
rzv-btuorc-01.btu.local_RZ2-ESX-46;rzv-btuorc-01.btu.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZV-BTUPGR-01_10.75.1.43_RZ2-ESX-37;RZV-BTUPGR-01;10.75.1.43;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-BTUPTL-01_10.75.2.11_RZ2-ESX-36;RZV-BTUPTL-01;10.75.2.11;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZV-BTUPVS-01_RZ1-ESX-36;RZV-BTUPVS-01;;RZ1-ESX-36;CL_DMZ;in operation;Red Hat Enterprise Server 5.3
RZV-BTUSIS-01.btu.local_10.75.2.24_RZ2-ESX-37;RZV-BTUSIS-01.btu.local;10.75.2.24;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
RZV-BTUSMQ-01_10.75.2.91_RZ1-ESX-37;RZV-BTUSMQ-01;10.75.2.91;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-02_RZ1-ESX-37;RZV-BTUSMQ-02;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-03_RZ2-ESX-37;RZV-BTUSMQ-03;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSMQ-04_RZ2-ESX-37;RZV-BTUSMQ-04;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZV-BTUSPI-01.btu.local_10.75.2.31_RZ2-ESX-36;RZV-BTUSPI-01.btu.local;10.75.2.31;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZV-BTUSPIDB-01.btu.local_10.75.2.32_RZ2-ESX-36;RZV-BTUSPIDB-01.btu.local;10.75.2.32;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUSQL-01.btu.local_10.75.2.40_RZ1-ESX-36;RZV-BTUSQL-01.btu.local;10.75.2.40;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUSQL-02.btu.local_10.75.2.44_RZ1-ESX-37;RZV-BTUSQL-02.btu.local;10.75.2.44;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008
RZV-BTUTRA-01_10.75.1.41_RZ1-ESX-37;RZV-BTUTRA-01;10.75.1.41;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUWFS-01_RZ1-ESX-37;RZV-BTUWFS-01;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.6
RZV-BTUWIN-01_10.75.10.2_RZ2-ESX-36;RZV-BTUWIN-01;10.75.10.2;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUWIN-01.btu.local_10.75.10.2_RZ2-ESX-37;RZV-BTUWIN-01.btu.local;10.75.10.2;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
RZV-BTUWIN-02_10.75.10.102_RZ2-ESX-37;RZV-BTUWIN-02;10.75.10.102;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUWIN-03_10.75.10.4_RZ1-ESX-37;RZV-BTUWIN-03;10.75.10.4;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01_10.6.3.61_RZ2-ESX-36;RZV-BTUXIG-01;10.6.3.61;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01B_RZ1-ESX-36;RZV-BTUXIG-01B;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-01N_RZ1-ESX-36;RZV-BTUXIG-01N;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2016
RZV-BTUXIG-02_10.6.3.62_RZ1-ESX-36;RZV-BTUXIG-02;10.6.3.62;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-BTUXIG-02_10.6.3.62_RZ1-ESX-36;RZV-BTUXIG-02;10.6.3.62;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUXIG-02_10.6.3.62_RZ1-ESX-36;RZV-BTUXIG-02;10.6.3.62;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BTUXIG-02N_RZ1-ESX-37;RZV-BTUXIG-02N;;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2016
RZV-BTUZDA-01.btu.local_10.75.2.42_RZ1-ESX-37;RZV-BTUZDA-01.btu.local;10.75.2.42;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZV-BTUZDA-02_10.75.2.43_RZ2-ESX-36;RZV-BTUZDA-02;10.75.2.43;RZ2-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZV-BTUZWR-01_10.6.6.51_RZ1-ESX-36;RZV-BTUZWR-01;10.6.6.51;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
RZV-BTUZWR-02_10.6.6.52_RZ1-ESX-37;RZV-BTUZWR-02;10.6.6.52;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-BTUZWR-03_10.6.6.53_RZ1-ESX-37;RZV-BTUZWR-03;10.6.6.53;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.6.1810
RZV-C2C-21_RZ1-ESX-28;RZV-C2C-21;;RZ1-ESX-28;CL-CTX;in operation;Windows Server 2008 R2
RZV-C2C-21.bev.int_10.2.7.21;RZV-C2C-21.bev.int;10.2.7.21;;;in operation;Windows Server 2008 R2 Standard
RZV-C2C-23_rz1-esx-25.bev.int;RZV-C2C-23;;rz1-esx-25.bev.int;CL-CTX;in operation;Windows Server 2008 R2
RZV-C2C-23.bev.int_10.2.7.23;RZV-C2C-23.bev.int;10.2.7.23;;;in operation;Windows Server 2008 R2 Standard
RZV-CIT-11.bev.int_10.2.7.122;RZV-CIT-11.bev.int;10.2.7.122;;;in operation;Windows Server 2019 Datacenter
RZV-COL-01.bev.int_10.2.3.32_rz2-esx-32.bev.int;RZV-COL-01.bev.int;10.2.3.32;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-com-01.bev.int_RZ2-ESX-47;rzv-com-01.bev.int;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
rzv-com-02.bev.int_RZ2-ESX-47;rzv-com-02.bev.int;;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.7
rzv-com-03.bev.int_10.1.64.20_RZ2-ESX-47;rzv-com-03.bev.int;10.1.64.20;RZ2-ESX-47;CL_DB;in operation;CentOS release 5.10
rzv-com-04.bev.int_10.1.64.120_RZ2-ESX-47;rzv-com-04.bev.int;10.1.64.120;RZ2-ESX-47;CL_DB;in operation;CentOS release 5.10
RZV-CTS-01.bev.int_10.2.7.25;RZV-CTS-01.bev.int;10.2.7.25;;;in operation;Windows Server 2019 Datacenter
rzv-cts-02.bev.int_RZ2-ESX-37;rzv-cts-02.bev.int;;RZ2-ESX-37;CL_DMZ;in operation;Red Hat Enterprise Server 7.9
RZV-CTS-02.bev.int_10.2.7.26;RZV-CTS-02.bev.int;10.2.7.26;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-03.bev.int_10.2.7.27;RZV-CTS-03.bev.int;10.2.7.27;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-04.bev.int_10.2.7.28;RZV-CTS-04.bev.int;10.2.7.28;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-05.bev.int_10.2.7.29;RZV-CTS-05.bev.int;10.2.7.29;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-06.bev.int_10.2.7.30;RZV-CTS-06.bev.int;10.2.7.30;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-07.bev.int_10.2.7.31;RZV-CTS-07.bev.int;10.2.7.31;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-08.bev.int_10.2.7.32;RZV-CTS-08.bev.int;10.2.7.32;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-09.bev.int_10.2.7.33;RZV-CTS-09.bev.int;10.2.7.33;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-10.bev.int_10.2.7.34;RZV-CTS-10.bev.int;10.2.7.34;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-11.bev.int_10.2.7.35;RZV-CTS-11.bev.int;10.2.7.35;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-12.bev.int_10.2.7.36;RZV-CTS-12.bev.int;10.2.7.36;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-13.bev.int_10.2.7.37;RZV-CTS-13.bev.int;10.2.7.37;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-14.bev.int_10.2.7.38;RZV-CTS-14.bev.int;10.2.7.38;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-15.bev.int_10.2.7.39;RZV-CTS-15.bev.int;10.2.7.39;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-16.bev.int_10.2.7.40;RZV-CTS-16.bev.int;10.2.7.40;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-17.bev.int_10.2.7.41_RZ1-ESX-29;RZV-CTS-17.bev.int;10.2.7.41;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-18.bev.int_10.2.7.42_RZ1-ESX-29;RZV-CTS-18.bev.int;10.2.7.42;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-19.bev.int_10.2.7.43_RZ1-ESX-29;RZV-CTS-19.bev.int;10.2.7.43;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-20.bev.int_10.2.7.44_RZ1-ESX-29;RZV-CTS-20.bev.int;10.2.7.44;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2019 Datacenter
RZV-CTS-21.bev.int_10.2.7.45;RZV-CTS-21.bev.int;10.2.7.45;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-22.bev.int_10.2.7.46;RZV-CTS-22.bev.int;10.2.7.46;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-23.bev.int_10.2.7.47;RZV-CTS-23.bev.int;10.2.7.47;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-24.bev.int_10.2.7.48;RZV-CTS-24.bev.int;10.2.7.48;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-25.bev.int_10.2.7.49;RZV-CTS-25.bev.int;10.2.7.49;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-26.bev.int_10.2.7.50;RZV-CTS-26.bev.int;10.2.7.50;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-27.bev.int_10.2.7.51;RZV-CTS-27.bev.int;10.2.7.51;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-28.bev.int_10.2.7.52;RZV-CTS-28.bev.int;10.2.7.52;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-29.bev.int_10.2.7.53;RZV-CTS-29.bev.int;10.2.7.53;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-30.bev.int_10.2.7.54;RZV-CTS-30.bev.int;10.2.7.54;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-31.bev.int_10.2.7.55;RZV-CTS-31.bev.int;10.2.7.55;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-32.bev.int_10.2.7.56;RZV-CTS-32.bev.int;10.2.7.56;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-33.bev.int_10.2.7.57;RZV-CTS-33.bev.int;10.2.7.57;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-34.bev.int_10.2.7.58;RZV-CTS-34.bev.int;10.2.7.58;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-35.bev.int_10.2.7.59;RZV-CTS-35.bev.int;10.2.7.59;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-36.bev.int_10.2.7.60;RZV-CTS-36.bev.int;10.2.7.60;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-37.bev.int_10.2.7.61;RZV-CTS-37.bev.int;10.2.7.61;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-38.bev.int_10.2.7.62;RZV-CTS-38.bev.int;10.2.7.62;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-39.bev.int_10.2.7.63;RZV-CTS-39.bev.int;10.2.7.63;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-40.bev.int_10.2.7.64;RZV-CTS-40.bev.int;10.2.7.64;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-41.bev.int_10.2.7.65;RZV-CTS-41.bev.int;10.2.7.65;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-42.bev.int_10.2.7.66;RZV-CTS-42.bev.int;10.2.7.66;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-43.bev.int_10.2.7.67;RZV-CTS-43.bev.int;10.2.7.67;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-44.bev.int_10.2.7.68;RZV-CTS-44.bev.int;10.2.7.68;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-45.bev.int_10.2.7.69;RZV-CTS-45.bev.int;10.2.7.69;;;in operation;Windows Server 2019 Datacenter
RZV-CTS-46.bev.int_10.2.7.70;RZV-CTS-46.bev.int;10.2.7.70;;;in operation;Windows Server 2019 Datacenter
